Freq [THz],"dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'"
6.226666667,-11.01573187,-9.559203368,-8.8496369,-12.32273842,-11.09827724,-7.1640282,-8.271334015,-8.995475917,-7.263513504,-11.84923802,-11.79690453,-8.759090234,-9.181995315,-10.28383683,-10.62257721,-10.76857846,-10.93214544,-5.517376309,-11.56686281,-9.729865886,-9.373459168,-7.782765546,-10.97219515,-7.61547018,-8.2276607,-8.894497504,-11.31865744,-10.13471699,-12.73425029,-10.79378614,-12.66130049,-11.99013449,-9.221503128,-10.75777228,-11.93966715,-10.83501486,-9.652921979,-9.743697061,-11.55149304,-10.67247756,-10.64426098,-10.72976608,-9.013412788,-11.0342418,-11.30315269,-10.99953705,-10.54613124,-8.833716955,-6.122256694,-5.145001548,-5.260648427,-5.502123701,-5.604827542,-5.342677439,-5.590749075,-5.630770866,-6.242738957,-5.624836538,-5.680435715,-4.747029876,-5.658966333,-5.433448798,-5.598288293,-5.830712622,-5.810421109,-7.033129976,-5.24127399,-6.269594003,-5.825787918,-5.777272347,-9.178569749,-6.156599197,-5.506167913,-6.050764224,-5.690216335,-5.643644579,-5.599454645,-5.440934104,-6.059590896,-7.012202001,-11.72678078,-11.65432452,-12.51750674,-9.504198785,-11.1669712,-12.15227576,-9.691085991,-9.890805398,-11.36374407,-10.40850009,-12.61819456,-9.467332743,-9.505642961,-10.11710402,-10.56160252,-8.962937278,-12.2967783,-11.43583922,-6.501735657,-9.333317753,-9.316521931,-10.23621905,-12.70210094,-10.44074182,-10.13374949,-10.43464438,-10.33691965,-9.999029188,-11.4508776,-7.814299486,-11.48974905,-15.02178482
6.24,-11.02387251,-9.517040753,-8.871491664,-12.33387627,-11.12679925,-7.162886073,-8.284176244,-9.010242102,-7.278402809,-11.87249714,-11.83632568,-8.75353086,-9.181483677,-10.29078866,-10.63785515,-10.79218897,-10.94729545,-5.414382638,-11.61599415,-9.747539356,-9.348228162,-7.775143482,-10.96619177,-7.607614739,-8.232260573,-8.883223013,-11.34973745,-10.14247399,-12.75070367,-10.83181676,-12.66466591,-12.04745484,-9.236941924,-10.77110167,-11.9201634,-10.86761558,-9.669970333,-9.733008438,-11.57912258,-10.69231701,-10.68553604,-10.73634687,-9.002191879,-11.05094457,-11.30764817,-11.01200803,-10.54420746,-8.826031309,-6.071006164,-5.102595122,-5.2097661,-5.447966635,-5.546352356,-5.286829147,-5.542506433,-5.569969778,-6.143690788,-5.565583197,-5.623417425,-4.695257892,-5.599011361,-5.375585587,-5.536487016,-5.745062493,-5.759625157,-6.981520108,-5.188709704,-6.209521781,-5.764468117,-5.707544362,-8.932299894,-6.098250992,-5.448606674,-5.972991738,-5.612802265,-5.579483329,-5.543418562,-5.388441413,-5.994273868,-6.957074263,-11.74314557,-11.69345522,-12.53388946,-9.552418988,-11.18467917,-12.15670194,-9.708558724,-9.883501525,-11.39113199,-10.47836486,-12.72263406,-9.509705088,-9.509842274,-10.10768686,-10.57294761,-8.970380937,-12.36582222,-11.47155604,-6.449718359,-9.364301678,-9.325605812,-10.23458644,-12.689256,-10.47561691,-10.17267431,-10.42904659,-10.37558332,-10.0037664,-11.44298052,-7.813647628,-11.46437735,-14.99896311
6.253333333,-11.03173704,-9.476388205,-8.893535228,-12.3440333,-11.1553278,-7.162144847,-8.297516872,-9.02559911,-7.293814043,-11.89597135,-11.87546398,-8.748556807,-9.181064289,-10.29854882,-10.65289533,-10.81549043,-10.96171698,-5.322659106,-11.6643987,-9.76510968,-9.323317906,-7.768863856,-10.96042263,-7.600299592,-8.237226467,-8.873243224,-11.38145616,-10.15054661,-12.76526458,-10.87065405,-12.66761157,-12.10543651,-9.252870652,-10.78479394,-11.90171372,-10.90079579,-9.686688747,-9.723029221,-11.60438617,-10.7128604,-10.72730861,-10.74395729,-8.991721059,-11.06814848,-11.31261137,-11.02527635,-10.543003,-8.81887145,-6.019782412,-5.060548552,-5.159016934,-5.394013526,-5.488196965,-5.231334113,-5.494521021,-5.509465064,-6.046327456,-5.506692757,-5.566656441,-4.644016836,-5.539477955,-5.318109821,-5.475163392,-5.660426713,-5.708637678,-6.929414477,-5.136776265,-6.149491415,-5.703105833,-5.638359647,-8.686174786,-6.039990338,-5.391309939,-5.895867205,-5.536389244,-5.515956944,-5.487968543,-5.336262703,-5.929452484,-6.901904325,-11.7594286,-11.73230075,-12.54983935,-9.601608263,-11.20259074,-12.1608036,-9.726467146,-9.876788507,-11.41846466,-10.54855842,-12.95759864,-9.552965512,-9.515392663,-10.09873119,-10.58479591,-8.978456282,-12.4349313,-11.50730515,-6.406622163,-9.395643657,-9.335170033,-10.23270941,-12.67587674,-10.51152265,-10.21204175,-10.42386089,-10.4142254,-10.00887023,-11.43460355,-7.813964457,-11.45410468,-14.97259003
6.266666667,-11.03932245,-9.437203882,-8.915758949,-12.35323781,-11.18386153,-7.161794884,-8.311338884,-9.04153471,-7.309733434,-11.91963467,-11.91429819,-8.744161815,-9.180734563,-10.30708204,-10.66769822,-10.8384761,-10.97540962,-5.241539835,-11.71205394,-9.782572082,-9.298740217,-7.763869987,-10.95489688,-7.593526595,-8.242536469,-8.864514201,-11.41378125,-10.15892837,-12.77796479,-10.91025733,-12.67014486,-12.16405848,-9.269275662,-10.79884882,-11.88428962,-10.93451747,-9.703077661,-9.713746165,-11.62727078,-10.7340775,-10.76951423,-10.75257428,-8.981979658,-11.0858317,-11.31803213,-11.03931478,-10.54248379,-8.812225956,-5.975522721,-6.374661452,-6.961722471,-8.865168346,-9.017348514,-9.057782761,-11.30677083,-14.01105666,-13.0006736,-12.29087671,-14.11834429,-22.38669958,-12.0880917,-12.93162575,-16.71044285,-15.42122567,-6.470763949,-6.52681441,-8.616517583,-13.75560826,-15.99244793,-11.90231413,-13.82714794,-22.34093473,-13.42039933,-30.95829484,-29.6836436,-16.13192127,-15.37470065,-21.3593366,-22.55780609,-12.06841944,-11.77561752,-11.77084336,-12.56535379,-9.651741143,-11.22067827,-12.16458551,-9.744804585,-9.870651971,-11.44572734,-10.61905287,-13.00673902,-9.597046323,-9.522255609,-10.0902284,-10.59712036,-8.987139936,-12.50409407,-11.54306419,-6.371831636,-9.427322314,-9.34519843,-10.23061783,-12.66200255,-10.54841035,-10.25183896,-10.41906297,-10.45285107,-10.01432848,-11.4257748,-7.815240187,-11.45483115,-14.94290626
6.28,-11.04662601,-9.399446349,-8.938154269,-12.36151777,-11.21239909,-7.161826554,-8.325625585,-9.058036313,-7.326147608,-11.94346115,-11.9528077,-8.740339314,-9.180491938,-10.31635449,-10.68226413,-10.86113958,-10.98837407,-5.170383158,-11.75893787,-9.799922121,-9.274505353,-7.760107784,-10.94962281,-7.587297235,-8.248169839,-8.856993916,-11.44668097,-10.16761272,-12.78883877,-10.95058566,-12.67227296,-12.22329989,-9.286143084,-10.81326515,-11.86786268,-10.96874057,-9.719137472,-9.705145762,-11.64779516,-10.75593882,-10.81209205,-10.76217355,-8.972947205,-11.10397269,-11.32389961,-11.05409671,-10.54261701,-8.806083449,-5.968585833,-5.018855156,-5.108378013,-5.340256985,-5.430354653,-5.176170421,-5.446811211,-5.44923981,-5.950644263,-5.448154185,-5.51013708,-4.593206481,-5.480358515,-5.261002745,-5.414310371,-5.576777599,-5.657450875,-6.876812223,-5.085468593,-6.089511573,-5.641692155,-5.569697384,-8.440905645,-5.98181179,-5.33425815,-5.819394572,-5.460940531,-5.453062262,-5.433104792,-5.284393401,-5.865126715,-6.846687372,-11.79170078,-11.80906603,-12.58042822,-9.702792597,-11.23891513,-12.16805212,-9.763564347,-9.865077727,-11.47290487,-10.68982125,-13.11939271,-9.64188269,-9.530393781,-10.08216966,-10.60989488,-8.996409359,-12.57329916,-11.57881047,-6.34474398,-9.459317331,-9.355674965,-10.22834048,-12.64767085,-10.58623319,-10.29205329,-10.41462921,-10.49146512,-10.020129,-11.41652154,-7.817464584,-11.46241376,-14.91014856
6.293333333,-11.05364514,-9.363074712,-8.960712717,-12.36890077,-11.24093919,-7.162230262,-8.340360599,-9.075091029,-7.343043562,-11.96742491,-11.99097248,-8.737082465,-9.180333885,-10.32633366,-10.69659314,-10.88347472,-11.00061202,-5.108574334,-11.80502906,-9.817155663,-9.250622133,-7.757525624,-10.94460785,-7.581612643,-8.254106948,-8.850642124,-11.48012414,-10.17659299,-12.79792342,-10.99159799,-12.67400292,-12.28313997,-9.303458901,-10.82804103,-11.85240458,-11.00341855,-9.734868545,-9.697214301,-11.66599974,-10.7784155,-10.8549845,-10.77272957,-8.964603469,-11.12255016,-11.33020241,-11.0695961,-10.54337109,-8.800432609,-5.967596609,-6.219678577,-5.329064268,-4.1810201,-4.582457969,-4.140231895,-10.49271039,-2.583868786,-7.746098637,-3.401112243,-5.108320552,-1.501569453,-3.77454092,-4.071480458,-3.110607229,0.496424211,-10.99462359,-7.357439025,-9.372551769,-7.223007881,-5.64770163,-5.269179427,-5.413602638,-8.157437275,-7.306588309,-4.227510001,-3.969830487,-3.834242675,-5.668532548,-4.626006794,-3.795899885,-5.879577946,-11.80766766,-11.84695239,-12.59505641,-9.754737985,-11.25727565,-12.17120766,-9.782739727,-9.860051791,-11.49998172,-10.76083735,-13.23666287,-9.68741239,-9.539771025,-10.07454597,-10.62309432,-9.006242804,-12.6425352,-11.61452109,-6.324778103,-9.491609392,-9.366583749,-10.22590503,-12.63291716,-10.6249461,-10.33267235,-10.4105367,-10.53007201,-10.02625976,-11.40687021,-7.820627026,-11.47420939,-14.87454845
6.306666667,-11.06037749,-9.328048716,-8.983425913,-12.37541396,-11.26948059,-7.162996472,-8.355527867,-9.092685729,-7.360408635,-11.99150019,-12.02877309,-8.7343842,-9.180257916,-10.33698836,-10.71068516,-10.90547565,-11.01212617,-5.055527348,-11.85030671,-9.834268875,-9.227098048,-7.756074224,-10.93985866,-7.576473615,-8.260329203,-8.84542025,-11.51408012,-10.18586247,-12.80525781,-11.03325326,-12.67534164,-12.3435581,-9.321208999,-10.8431738,-11.83788723,-11.03849065,-9.750271225,-9.689937922,-11.68193885,-10.80147936,-10.8981369,-10.78421547,-8.956928485,-11.14154313,-11.33692865,-11.08578751,-10.54471564,-8.795262192,-5.92239281,-6.081526349,-6.792874669,-7.210807506,-13.12364473,-10.41150794,-10.24936809,-9.580011838,-6.224624172,-6.521141386,-7.229305743,-5.716325044,-4.371528557,-4.498597892,-4.618284732,-4.857810938,-9.047526879,-8.432991096,-8.477059615,-8.319152187,-6.092546021,-9.811052506,-12.22085441,-11.26321193,-7.969178229,-6.389443201,-6.221314809,-6.019061069,-5.53936708,-5.315356828,-5.201092668,-3.980610186,-11.82350819,-11.88448669,-12.60923064,-9.807553006,-11.27573502,-12.17405614,-9.802324014,-9.855560398,-11.52694199,-10.83207568,-13.35520059,-9.733575584,-9.550352354,-10.06734817,-10.6366944,-9.016619291,-12.71179091,-11.65017295,-6.311380743,-9.524180141,-9.377909056,-10.22333804,-12.61777517,-10.66450558,-10.37368394,-10.40676323,-10.56867585,-10.03270881,-11.39684642,-7.824716554,-11.48863197,-14.83633106
6.32,-11.06682084,-9.294328834,-9.006285572,-12.38108407,-11.29802208,-7.16411573,-8.371111644,-9.110807094,-7.37823049,-12.01566134,-12.06619068,-8.732237253,-9.180261584,-10.34828859,-10.72453992,-10.92713678,-11.02292008,-5.010685934,-11.89475067,-9.851258204,-9.203939362,-7.755706524,-10.93538114,-7.571880632,-8.266818995,-8.841291289,-11.54851875,-10.19541438,-12.81088291,-11.07551057,-12.67629586,-12.40453371,-9.339379222,-10.85866014,-11.82428285,-11.07386832,-9.765345845,-9.683302671,-11.69567558,-10.82510284,-10.9414972,-10.79660309,-8.949902585,-11.16093088,-11.34406606,-11.10264608,-10.54662143,-8.790561042,-5.91741742,-4.977508623,-5.057826468,-5.286690597,-5.372820132,-5.121316742,-5.399397779,-5.389277364,-5.856636335,-5.389957445,-5.453844366,-4.542721916,-5.421646848,-5.204246526,-5.353921965,-5.49408834,-5.606057841,-6.823713408,-5.034782188,-6.029591494,-5.580218793,-5.501537916,-8.197136927,-5.923710543,-5.277432184,-5.743581577,-5.38642064,-5.390796602,-5.378827896,-5.232829574,-5.80129704,-6.791419112,-11.83921318,-11.9216537,-12.62294199,-9.861213654,-11.29426923,-12.17660136,-9.822310511,-9.851590013,-11.55376947,-10.90351132,-13.47416455,-9.780314605,-9.562103918,-10.06056704,-10.65067173,-9.027518561,-12.781055,-11.68574282,-6.3040303,-9.557012128,-9.389635349,-10.22066503,-12.60227681,-10.70486965,-10.41507606,-10.40328729,-10.60728041,-10.03946439,-11.38647497,-7.829721919,-11.50471367,-14.79571416
6.333333333,-11.07297311,-9.261876328,-9.029283499,-12.38593737,-11.32656248,-7.165578683,-8.387096505,-9.12944166,-7.396497092,-12.03988287,-12.10320701,-8.730634187,-9.180342496,-10.36020556,-10.73815691,-10.94845274,-11.03299819,-4.973523984,-11.93834153,-9.868120364,-9.181151214,-7.756377578,-10.93118046,-7.567833874,-8.273559635,-8.83821971,-11.58341033,-10.2052419,-12.81484139,-11.11832926,-12.67687216,-12.46604627,-9.357955416,-10.87449608,-11.81156398,-11.10941143,-9.780092733,-9.677294537,-11.70727891,-10.84925899,-10.98501574,-10.80986293,-8.943506417,-11.18069297,-11.35160204,-11.12014752,-10.54906037,-8.786318101,-5.906968956,-7.424387221,-8.854097005,-9.166574532,-5.82086514,-7.162057902,-11.18947506,-7.467332407,-9.885712093,-8.335196141,-13.34871026,-7.560224455,-6.625559702,-9.937651403,-10.42968489,-9.473553026,-7.016007806,-7.149687688,-9.185196744,-7.337208322,-6.975868614,-12.36406721,-8.645841346,-8.991378296,-9.436113725,-12.7943584,-11.40670088,-9.336704627,-6.406790859,-7.742373225,-9.973199732,-14.28304171,-11.85477418,-11.95843867,-12.63618049,-9.915696172,-11.31285495,-12.17884698,-9.842692533,-9.848127339,-11.5804477,-10.97511988,-13.59321028,-9.82757377,-9.574992981,-10.05419327,-10.66500374,-9.038921056,-12.85031623,-11.72120743,-6.30223888,-9.590088769,-9.401747289,-10.21791044,-12.58645231,-10.74599767,-10.45683692,-10.40008804,-10.64588918,-10.04651485,-11.37577987,-7.835631626,-11.52184176,-14.75290741
6.346666667,-11.07883238,-9.230653306,-9.052411596,-12.38999962,-11.35510066,-7.167376094,-8.403467334,-9.148575856,-7.415196687,-12.06413952,-12.1398044,-8.729567425,-9.180498307,-10.37271163,-10.75153544,-10.9694184,-11.04236572,-4.943545446,-11.98106065,-9.884852321,-9.158737703,-7.758044449,-10.92726113,-7.564333234,-8.280535306,-8.836171368,-11.61872562,-10.21533816,-12.81717734,-11.161669,-12.67707697,-12.52807528,-9.376923459,-10.89067708,-11.79970361,-11.1448865,-9.794512222,-9.671899492,-11.71682289,-10.87392145,-11.02864493,-10.82396421,-8.937720964,-11.20080927,-11.35952373,-11.13826813,-10.55200545,-8.782522423,-5.900717555,-6.545773041,-7.850405351,-13.08389799,-8.434113433,-9.182217133,-13.1929816,-20.10662574,-18.07283537,-13.53257422,-18.07994362,-25.69738903,-14.44118007,-16.1141947,-26.29078716,-12.54124685,-6.2971138,-8.141290113,-11.58311926,-19.36691347,-14.67240431,-12.28485416,-11.74900694,-15.94007763,-13.11432858,-15.45066472,-15.80092578,-11.94872019,-17.96160198,-18.55468252,-13.21342635,-10.12559942,-11.87018344,-11.9948273,-12.64893536,-9.970977007,-11.33146954,-12.18079648,-9.863463425,-9.845159326,-11.60695997,-11.04687744,-13.71214741,-9.875299207,-9.588987887,-10.04821749,-10.67966868,-9.05080788,-12.91956335,-11.75654353,-6.305553019,-9.623394305,-9.414229756,-10.2150977,-12.57033029,-10.78785026,-10.49895488,-10.39714534,-10.68450532,-10.05384877,-11.36478434,-7.842433971,-11.5396117,-14.70811176
6.36,-11.08439682,-9.200622758,-9.07566186,-12.3932961,-11.38363553,-7.169498858,-8.420209328,-9.16819604,-7.434317787,-12.08840619,-12.17596576,-8.729029272,-9.180726731,-10.3857802,-10.76467458,-10.99002887,-11.05102863,-4.92028383,-12.02289021,-9.901451282,-9.136701977,-7.760666105,-10.92362696,-7.561378333,-8.287731011,-8.835113424,-11.65443575,-10.22569629,-12.81793604,-11.20548993,-12.6769166,-12.59060025,-9.396269301,-10.90719803,-11.78867514,-11.17989366,-9.808604654,-9.667103528,-11.72438711,-10.89906443,-11.07233915,-10.83887484,-8.932527558,-11.22125993,-11.36781809,-11.15698474,-10.55543069,-8.779163183,-5.898018091,-5.831626924,-5.451790671,-6.232098575,-4.56518643,-4.661176153,-10.26094026,-5.336157952,-7.918194557,-4.166154917,-4.455194483,-3.138736441,-4.067898332,-6.620808136,-4.412823924,-3.136443968,-7.86569557,-7.985053857,-8.22625213,-8.534235722,-4.97810972,-5.69625315,-2.413144534,-8.547186974,-6.32628307,-3.574243867,-2.606593516,-4.815637753,-3.505832905,-4.608158794,-4.122838655,-4.80036685,-11.88543391,-12.03080569,-12.66119514,-10.02703277,-11.35009093,-12.18245326,-9.884616562,-9.842673179,-11.63328939,-11.11876043,-13.8308471,-9.923438691,-9.60405802,-10.04263036,-10.69464557,-9.063160778,-12.98878513,-11.79172797,-6.313553421,-9.65691376,-9.427067856,-10.21224921,-12.55393783,-10.83038915,-10.54141849,-10.39443971,-10.72313173,-10.06145491,-11.35351085,-7.850117075,-11.55774459,-14.661519
6.373333333,-11.08966468,-9.171748586,-9.099026388,-12.39585156,-11.41216602,-7.171938014,-8.437307997,-9.188288533,-7.453849158,-12.11265808,-12.21167457,-8.729011939,-9.181025538,-10.39938576,-10.77757321,-11.01027948,-11.05899358,-4.903301416,-12.06381329,-9.91791468,-9.115046309,-7.764203327,-10.92028117,-7.558968533,-8.295132528,-8.835014271,-11.69051226,-10.23630941,-12.81716374,-11.24975272,-12.67639719,-12.65360064,-9.415978989,-10.92405332,-11.77845249,-11.21374228,-9.822370386,-9.662892684,-11.7300579,-10.9246627,-11.11605448,-10.85456152,-8.927907895,-11.24202538,-11.37647194,-11.17627471,-10.55931117,-8.776229684,-5.881697989,-5.528949304,-4.894070946,-9.19907979,-11.44071033,-8.034397445,-24.79971101,-13.48088426,-26.10293266,-11.67444085,-17.23800795,-15.16711308,-8.787411002,-16.30994253,-11.15392342,-14.82209668,-5.158855411,-15.36974334,-21.36295911,-17.32801747,-11.30111769,-22.03892278,-20.83033158,-19.0235501,-21.61777403,-19.66773356,-20.9452643,-9.11508269,-20.19444698,-13.51210051,-12.30594636,-16.17802521,-11.90051922,-12.06636034,-12.67294791,-10.08384019,-11.36869756,-12.18382058,-9.906145361,-9.840656356,-11.65941895,-11.19074564,-13.94920962,-9.971941502,-9.62017377,-10.03742251,-10.70991419,-9.075962104,-13.05797032,-11.82673776,-6.325854005,-9.690632907,-9.440246942,-10.20938641,-12.53730051,-10.87357717,-10.58421644,-10.39195234,-10.76177102,-10.06932223,-11.34198108,-7.858668921,-11.57603921,-14.61331152
6.386666667,-11.09463433,-9.143995625,-9.122497373,-12.39769021,-11.4406911,-7.174684756,-8.454749156,-9.208839641,-7.473779798,-12.13687061,-12.2469149,-8.729507561,-9.181392559,-10.41350377,-10.79022996,-11.03016576,-11.06626786,-4.892188238,-12.10381389,-9.934240165,-9.09377217,-7.768618618,-10.91722638,-7.557102948,-8.302726365,-8.835843465,-11.72692705,-10.24717063,-12.81490746,-11.29441866,-12.67552476,-12.71705589,-9.43603869,-10.94123685,-11.76901006,-11.24525197,-9.835809802,-9.659253075,-11.73392977,-10.95069156,-11.15974857,-10.87098975,-8.923844038,-11.26308637,-11.385472,-11.19611592,-10.56362292,-8.773711363,-5.866278766,-4.936503084,-5.007339473,-5.233308922,-5.315589559,-5.066752349,-5.352303785,-5.329561367,-5.764298693,-5.332093495,-5.397764062,-4.492455772,-5.363338232,-5.147824272,-5.29399323,-5.412333022,-5.554452591,-6.770119003,-4.984713114,-5.969740995,-5.518678107,-5.433862853,-7.955448645,-5.865682452,-5.220813364,-5.668439441,-5.312795346,-5.329157753,-5.325138802,-5.181567926,-5.737964434,-6.736095803,-11.91543364,-12.10147807,-12.68418141,-10.14137608,-11.38726839,-12.18490165,-9.928043286,-9.839096576,-11.68533153,-11.26281011,-14.06714967,-10.0207583,-9.637306488,-10.0325846,-10.72545505,-9.089194802,-13.12710766,-11.86155019,-6.342100476,-9.724538231,-9.453752616,-10.20652973,-12.52044248,-10.91737805,-10.62733755,-10.38966506,-10.80042553,-10.07743993,-11.33021602,-7.868077376,-11.5943432,-14.5636621
